customer_id,gender,occupation,annual_salary_gbp,credit_card_utilization_pct,on_time_payment_ratio_pct,mortgage_status,rent_payment_monthly_gbp,rent_on_time_rate_pct,utility_bills_on_time_pct,mobile_money_active,mobile_money_tx_monthly,mobile_money_age_days,preferred_loan_term_months,existing_loans_count,months_credit_history,default_next_12m
CUST-000054,Female,Self-Employed,28242,28.7,62.3,None,300,62.7,61.1,True,18,1707,60,0,210,0
CUST-000055,Female,Clerical,37148,44.1,70.2,None,300,71.7,88.3,True,15,1035,60,1,40,1
CUST-000056,Female,Self-Employed,66581,20.5,72.7,None,360,91.5,70.1,True,8,1069,24,0,84,0
CUST-000057,Male,Skilled,40007,71.8,53.8,None,390,51.7,48.3,True,11,1326,36,1,2,0
CUST-000058,Male,Professional,65068,33.0,74.0,None,300,82.4,65.6,True,15,687,12,2,79,0
CUST-000059,Male,Skilled,31784,9.7,73.9,None,330,69.9,73.0,True,8,845,12,1,26,0
CUST-000060,Male,Skilled,38568,24.8,66.3,None,330,89.9,67.9,True,15,820,60,1,36,0
CUST-000061,Male,Skilled,46641,45.2,51.8,Current,0,100.0,50.3,False,0,0,60,0,73,1
CUST-000062,Male,Professional,56789,58.0,71.9,Current,0,100.0,73.9,False,0,0,6,0,64,0
CUST-000063,Female,Self-Employed,64018,28.5,64.7,None,390,65.7,63.3,False,0,0,24,1,83,0
CUST-000064,Male,Professional,77301,5.6,82.5,None,300,81.7,84.1,False,0,0,24,1,56,0
CUST-000065,Male,Self-Employed,40408,30.5,71.3,Current,0,100.0,73.9,True,14,1572,60,1,64,1
CUST-000066,Female,Professional,74553,47.3,74.6,Current,0,100.0,82.4,False,0,0,36,2,67,0
CUST-000067,Male,Unemployed,8000,22.7,66.7,None,300,66.6,61.3,True,19,964,12,0,20,0
CUST-000068,Female,Unemployed,9691,38.0,57.5,None,300,62.4,53.9,True,10,1659,6,3,48,0
CUST-000069,Male,Skilled,55736,46.3,84.2,Current,0,100.0,98.5,True,9,712,6,0,29,0
CUST-000070,Other,Unemployed,13582,35.5,58.1,None,300,57.8,62.2,True,9,440,24,0,12,1
CUST-000071,Female,Self-Employed,49474,61.2,80.2,PaidOff,0,100.0,72.6,False,0,0,6,0,122,0
CUST-000072,Male,Professional,65827,54.0,56.4,Current,0,100.0,75.6,True,10,292,24,4,10,1
CUST-000073,Male,Unemployed,9777,22.2,66.9,None,300,95.9,74.6,False,0,0,60,2,15,1
CUST-000074,Female,Professional,64655,70.9,61.4,None,300,70.4,68.9,False,0,0,36,1,33,0
CUST-000075,Female,Professional,55715,39.0,43.0,PaidOff,0,100.0,67.4,True,10,330,6,0,20,0
CUST-000076,Female,Clerical,29912,43.3,58.9,None,300,64.6,58.0,True,16,1195,12,2,50,1
CUST-000077,Female,Professional,77533,28.1,71.2,None,300,69.0,54.6,False,0,0,36,2,6,0
CUST-000078,Male,Professional,61974,52.9,67.8,None,350,75.3,67.0,False,0,0,6,0,32,0
CUST-000079,Male,Unemployed,11402,44.3,63.2,None,300,70.6,59.3,True,16,1263,36,0,211,0
CUST-000080,Male,Unemployed,8000,29.3,67.2,None,300,57.5,73.9,False,0,0,6,0,67,0
CUST-000081,Female,Self-Employed,40999,29.4,78.4,None,300,82.5,91.8,False,0,0,12,1,25,0
CUST-000082,Female,Skilled,31230,26.6,57.8,Current,0,100.0,61.2,False,0,0,36,1,118,1
CUST-000083,Male,Unemployed,9319,52.7,59.3,None,300,78.4,49.9,False,0,0,36,0,302,0
CUST-000084,Male,Professional,66433,50.3,70.1,None,300,71.4,83.2,False,0,0,24,0,2,0
CUST-000085,Male,Unemployed,11813,21.5,52.3,None,360,61.0,69.3,True,16,467,12,1,16,0
CUST-000086,Male,Skilled,33099,34.9,68.4,None,340,79.7,75.0,True,8,309,36,0,62,0
CUST-000087,Female,Self-Employed,49142,62.4,70.2,None,300,68.3,90.6,False,0,0,12,1,85,0
CUST-000088,Female,Clerical,20262,57.6,76.2,None,300,69.2,84.5,True,10,1109,24,2,36,0
CUST-000089,Female,Unemployed,10951,37.0,66.4,None,380,59.3,77.2,False,0,0,24,0,56,1
CUST-000090,Male,Self-Employed,75165,24.4,75.5,Current,0,100.0,71.4,True,10,151,24,1,88,0
CUST-000091,Male,Self-Employed,36429,30.5,60.0,Current,0,100.0,78.0,True,10,437,12,0,42,0
CUST-000092,Female,Clerical,17997,42.5,73.8,Current,0,100.0,73.1,True,13,1534,36,1,14,0
CUST-000093,Female,Self-Employed,55450,61.0,65.8,None,380,81.7,83.7,True,14,1039,6,2,101,1
CUST-000094,Female,Self-Employed,46290,19.4,71.4,Current,0,100.0,87.3,True,7,1103,24,1,86,0
CUST-000095,Female,Professional,70500,39.7,82.0,Current,0,100.0,86.0,False,0,0,36,4,1,1
CUST-000096,Female,Clerical,33631,77.0,67.1,None,360,80.4,73.7,True,7,308,24,1,340,0
CUST-000097,Female,Professional,56471,43.4,83.8,None,300,83.5,93.4,True,17,496,24,0,144,0
CUST-000098,Male,Self-Employed,31782,62.1,63.0,None,370,65.6,68.9,True,13,936,12,1,173,0
CUST-000099,Male,Professional,71535,41.1,62.2,None,450,50.3,78.9,True,15,180,60,4,28,0
CUST-000100,Male,Unemployed,13119,87.4,45.2,None,300,41.5,40.5,True,14,77,36,0,90,1
CUST-000101,Male,Skilled,39898,37.0,56.8,Current,0,100.0,66.8,False,0,0,12,0,107,0
CUST-000102,Female,Professional,64143,1.7,63.4,Arrears,0,100.0,56.8,True,14,114,24,0,120,0
CUST-000103,Male,Unemployed,10968,25.5,71.7,None,300,85.1,85.1,True,15,1407,6,0,115,0
CUST-000104,Female,Professional,73803,31.3,65.6,None,300,69.8,59.2,True,9,1107,24,0,19,1
CUST-000105,Female,Skilled,26416,65.7,58.3,Current,0,100.0,59.6,True,13,1128,60,2,19,1
CUST-000106,Male,Self-Employed,27148,64.3,68.5,None,300,86.9,78.3,True,11,577,60,1,95,0
CUST-000107,Male,Skilled,37290,65.0,59.6,Current,0,100.0,68.3,True,18,1398,36,2,31,0
CUST-000108,Female,Skilled,43521,54.5,73.0,None,300,77.8,72.6,True,14,1554,6,1,90,0
CUST-000109,Male,Clerical,39029,55.9,64.6,None,320,67.0,32.8,True,8,1346,6,2,53,0
CUST-000110,Male,Unemployed,9660,34.5,77.5,None,360,89.2,100.0,False,0,0,36,3,7,1
CUST-000111,Male,Professional,67943,25.5,70.8,Current,0,100.0,71.0,False,0,0,12,1,89,0
CUST-000112,Male,Professional,57020,74.4,60.4,Current,0,100.0,58.8,True,14,294,60,0,16,0
CUST-000113,Female,Skilled,43257,57.1,76.9,Current,0,100.0,92.8,True,8,1801,60,0,41,0
CUST-000114,Female,Skilled,29216,24.4,59.1,None,300,50.2,63.5,True,15,1126,12,3,152,0
CUST-000115,Female,Skilled,37909,34.2,60.5,None,300,57.4,72.4,True,14,1623,12,0,13,1
CUST-000116,Female,Professional,53599,30.3,73.3,None,320,85.1,63.7,False,0,0,36,1,54,0
CUST-000117,Female,Clerical,13326,16.3,69.2,None,300,72.5,85.4,True,13,360,12,0,54,0
CUST-000118,Male,Self-Employed,82407,17.8,98.3,None,330,100.0,100.0,True,11,667,36,1,135,0
CUST-000119,Female,Professional,74623,31.6,75.9,None,300,84.6,72.5,True,10,68,24,0,3,0
CUST-000120,Female,Professional,74706,67.7,62.6,None,510,60.8,84.6,False,0,0,6,0,1,0
CUST-000121,Female,Clerical,31454,58.5,71.9,None,300,71.8,75.9,True,10,580,6,0,5,1
CUST-000122,Female,Professional,82101,59.0,67.3,None,340,63.5,55.5,True,14,1522,24,1,35,0
CUST-000123,Male,Clerical,26974,33.2,70.5,None,300,61.9,78.1,False,0,0,24,0,93,0
CUST-000124,Male,Skilled,44945,13.9,66.9,None,300,74.1,54.5,True,16,1561,12,2,5,1
CUST-000125,Male,Skilled,33996,28.1,79.5,None,300,84.1,71.8,True,11,485,24,1,0,0
CUST-000126,Male,Skilled,36622,14.4,69.6,Current,0,100.0,75.2,True,10,59,36,1,214,0
CUST-000127,Female,Skilled,25720,41.9,58.3,None,300,65.6,79.8,True,11,1644,6,2,11,0
CUST-000128,Female,Self-Employed,45029,46.3,70.9,None,300,79.2,86.1,True,8,56,24,2,158,0
CUST-000129,Male,Unemployed,8410,42.6,54.6,None,520,56.4,72.1,True,7,1345,24,0,20,0
CUST-000130,Female,Skilled,36935,41.6,54.7,None,300,54.1,63.1,True,4,1811,6,0,323,0
CUST-000131,Male,Clerical,30975,71.3,56.1,None,300,64.3,64.4,True,16,171,36,1,95,0
CUST-000132,Male,Professional,68625,48.4,75.1,None,300,91.7,90.5,True,17,495,60,0,202,0
CUST-000133,Male,Clerical,32180,54.9,77.9,None,300,68.6,95.0,False,0,0,12,1,55,0
CUST-000134,Male,Clerical,22455,16.5,68.5,None,340,72.8,66.0,True,13,172,12,1,35,0
CUST-000135,Female,Professional,69582,47.1,79.9,Current,0,100.0,70.1,True,15,935,24,1,60,0
CUST-000136,Male,Professional,57326,33.6,61.8,Current,0,100.0,59.1,True,9,1115,24,0,2,0
CUST-000137,Female,Professional,62887,16.9,67.6,None,300,66.2,71.1,True,16,1624,36,1,257,0
CUST-000138,Female,Professional,61322,34.2,79.0,None,380,66.7,99.4,True,15,1269,36,0,121,0
CUST-000139,Male,Clerical,19917,32.6,68.4,Current,0,100.0,47.9,False,0,0,24,1,63,0
CUST-000140,Other,Unemployed,8762,9.8,60.8,None,300,74.2,74.9,True,13,296,36,1,29,0
CUST-000141,Other,Self-Employed,50662,59.1,74.1,None,300,64.1,75.5,True,17,1589,24,1,211,0
CUST-000142,Male,Skilled,30673,22.7,60.5,None,300,68.6,54.5,True,12,662,6,2,129,0
CUST-000143,Female,Skilled,32688,13.7,72.1,None,300,70.8,67.0,True,13,1154,24,1,74,0
CUST-000144,Male,Skilled,47949,66.3,71.0,None,300,80.1,92.3,True,7,1471,36,0,57,0
CUST-000145,Male,Clerical,34507,36.0,67.0,None,300,75.6,70.7,False,0,0,6,0,106,0
CUST-000146,Male,Skilled,44656,72.9,72.5,None,300,73.4,67.8,False,0,0,24,2,40,0
CUST-000147,Female,Professional,85496,60.0,82.4,Current,0,100.0,90.6,True,8,181,6,3,116,1
CUST-000148,Female,Clerical,34188,24.5,58.1,None,300,53.3,69.2,True,14,1171,24,1,160,0
CUST-000149,Male,Skilled,37292,56.0,59.0,Arrears,0,100.0,59.3,False,0,0,12,3,83,0
CUST-000150,Male,Professional,88870,53.7,61.7,None,340,59.6,60.3,False,0,0,36,1,47,0
CUST-000151,Female,Professional,83714,20.6,86.9,None,300,82.8,99.6,True,14,590,36,2,46,1
CUST-000152,Male,Professional,64131,70.5,51.8,Current,0,100.0,43.2,False,0,0,12,2,37,0
CUST-000153,Male,Skilled,40010,37.3,70.0,None,300,89.1,70.6,True,14,632,6,2,76,0
CUST-000154,Female,Skilled,32705,31.1,49.3,Current,0,100.0,44.9,True,11,536,24,1,16,1
CUST-000155,Other,Professional,63851,12.9,77.6,Current,0,100.0,91.7,True,6,929,36,0,44,0
CUST-000156,Male,Professional,46347,25.5,66.4,None,300,63.6,74.0,False,0,0,6,1,106,0
CUST-000157,Female,Professional,57962,51.0,69.8,PaidOff,0,100.0,60.6,False,0,0,6,0,105,0
CUST-000158,Female,Unemployed,12382,40.3,66.7,None,300,82.2,58.8,False,0,0,6,4,71,0
CUST-000159,Male,Skilled,29806,31.4,51.4,None,300,40.2,50.7,False,0,0,24,1,66,0
CUST-000160,Female,Professional,61242,70.0,49.7,None,300,51.9,65.3,True,16,1818,6,4,2,0
CUST-000161,Male,Clerical,29351,44.8,76.0,None,340,69.5,80.2,True,8,538,12,0,36,0
CUST-000162,Female,Professional,61525,17.4,75.1,Current,0,100.0,87.6,False,0,0,12,1,23,0
CUST-000163,Female,Clerical,32909,64.1,43.0,None,300,53.7,56.5,True,11,1041,12,3,47,1
CUST-000164,Female,Professional,79364,49.5,86.2,Current,0,100.0,88.8,False,0,0,36,2,65,0
CUST-000165,Male,Unemployed,8146,27.4,57.0,None,300,61.3,90.1,True,12,1823,24,1,8,1
CUST-000166,Female,Unemployed,8689,39.2,60.8,None,300,61.6,70.5,True,8,630,60,0,189,0
CUST-000167,Male,Clerical,26270,40.6,71.4,Current,0,100.0,73.4,True,9,131,60,4,13,0
CUST-000168,Male,Clerical,22010,20.3,47.8,None,300,65.4,62.2,True,13,1236,12,1,151,0
CUST-000169,Male,Skilled,51070,49.2,66.3,PaidOff,0,100.0,71.9,True,15,1449,36,1,174,1
CUST-000170,Female,Unemployed,8763,47.3,61.5,None,300,47.7,70.4,True,9,842,24,0,77,0
CUST-000171,Female,Skilled,45287,43.5,65.8,Current,0,100.0,48.1,True,11,676,36,1,224,0
CUST-000172,Male,Professional,47033,36.3,73.9,Current,0,100.0,70.0,True,13,997,36,4,123,0
CUST-000173,Female,Professional,55725,70.8,51.8,None,350,43.3,59.2,False,0,0,24,1,68,0
CUST-000174,Male,Professional,51976,40.3,85.8,None,300,99.9,87.5,True,12,582,24,0,250,0
CUST-000175,Female,Clerical,18535,19.3,68.0,None,300,76.6,80.7,True,8,416,24,3,58,1
CUST-000176,Male,Professional,58804,36.9,62.8,None,300,71.0,65.8,False,0,0,36,1,165,0
CUST-000177,Female,Clerical,28205,45.3,66.8,None,300,67.4,71.1,False,0,0,12,1,36,0
CUST-000178,Male,Skilled,50268,19.1,56.1,None,300,60.8,60.1,False,0,0,12,0,16,0
CUST-000179,Female,Self-Employed,38967,26.9,68.3,None,300,75.2,69.3,True,7,1234,6,2,108,0
CUST-000180,Male,Clerical,26491,52.9,62.4,None,300,70.3,57.5,True,7,900,6,1,7,0
CUST-000181,Male,Clerical,28036,51.2,48.8,Current,0,100.0,55.6,True,11,1814,24,3,41,0
CUST-000182,Male,Clerical,21629,26.0,78.2,None,340,74.3,56.1,True,8,1404,12,2,31,0
CUST-000183,Female,Self-Employed,41643,30.6,67.2,Current,0,100.0,67.8,True,11,1236,60,1,135,0
CUST-000184,Female,Professional,90052,46.7,71.6,None,300,78.2,87.8,True,11,282,6,1,39,0
CUST-000185,Male,Professional,69658,16.0,83.5,Current,0,100.0,71.7,False,0,0,36,0,85,0
CUST-000186,Female,Clerical,38524,25.3,76.3,Current,0,100.0,69.3,True,9,915,24,1,43,0
CUST-000187,Female,Self-Employed,42360,39.5,69.2,Current,0,100.0,67.5,False,0,0,36,1,116,0
CUST-000188,Female,Skilled,33038,54.2,69.2,Current,0,100.0,85.5,False,0,0,12,1,46,0
CUST-000189,Female,Skilled,46348,20.8,73.5,None,390,78.0,64.7,False,0,0,60,0,170,0
CUST-000190,Male,Professional,80166,39.8,86.6,Current,0,100.0,78.6,False,0,0,24,2,51,0
CUST-000191,Male,Professional,59042,80.4,69.7,Current,0,100.0,60.5,True,9,1728,24,0,201,1
CUST-000192,Female,Unemployed,11093,68.4,56.4,None,470,56.0,56.0,True,6,1160,60,0,0,1
CUST-000193,Female,Professional,64237,20.1,75.8,None,300,75.8,66.3,True,16,797,36,0,16,0
CUST-000194,Female,Clerical,17716,61.6,64.1,None,300,63.4,49.4,False,0,0,6,3,23,1
CUST-000195,Male,Self-Employed,22155,41.4,75.7,Current,0,100.0,75.5,True,8,1723,24,0,21,0
CUST-000196,Male,Professional,62537,57.7,59.6,None,390,59.1,62.2,True,16,620,24,1,27,0
CUST-000197,Female,Professional,78800,17.1,74.3,Current,0,100.0,72.0,False,0,0,12,2,33,0
CUST-000198,Female,Skilled,44803,29.4,53.9,None,690,61.6,57.2,True,10,1305,24,0,27,1
CUST-000199,Female,Clerical,20502,8.4,68.0,None,300,67.4,68.4,False,0,0,60,0,17,0
CUST-000200,Female,Professional,51530,8.9,74.0,None,340,72.9,68.6,True,14,571,12,1,86,0
CUST-000201,Female,Professional,54516,25.3,81.4,None,300,86.3,79.7,True,13,1280,24,1,85,0
CUST-000202,Male,Professional,53508,28.2,58.8,None,300,64.3,59.6,False,0,0,24,1,28,0
CUST-000203,Male,Professional,54419,25.5,61.6,None,300,82.2,66.2,True,9,777,24,2,48,1
CUST-000204,Female,Professional,40693,29.8,65.5,None,310,65.4,52.8,True,16,558,60,0,99,0
CUST-000205,Female,Skilled,18458,22.6,67.0,Current,0,100.0,58.3,True,19,1633,36,0,39,1
CUST-000206,Male,Professional,34282,47.3,57.2,None,400,50.8,58.6,True,12,1434,6,1,121,0
CUST-000207,Male,Clerical,16697,19.5,64.1,None,300,67.8,75.7,True,14,1100,24,2,15,0
CUST-000208,Female,Professional,78997,25.0,86.5,None,300,99.2,93.8,True,8,1464,12,0,33,0
CUST-000209,Male,Clerical,47634,39.8,68.6,None,300,85.8,82.3,False,0,0,12,1,55,0
CUST-000210,Male,Clerical,38120,63.5,60.8,None,300,67.3,71.9,True,16,595,24,2,63,0
CUST-000211,Female,Self-Employed,45732,51.0,81.5,None,300,78.6,75.9,False,0,0,12,0,28,0
CUST-000212,Female,Professional,55690,11.2,70.8,None,300,77.1,70.3,False,0,0,24,1,68,0
CUST-000213,Female,Professional,59825,45.1,79.0,None,300,81.2,69.8,False,0,0,12,1,360,0
CUST-000214,Male,Self-Employed,44107,52.3,73.0,None,300,82.9,93.0,False,0,0,36,0,155,0
CUST-000215,Female,Self-Employed,73006,15.8,85.5,Current,0,100.0,85.6,True,17,1801,36,1,4,0
CUST-000216,Male,Professional,53101,9.7,71.3,PaidOff,0,100.0,62.8,False,0,0,12,3,109,1
CUST-000217,Male,Professional,65035,44.8,68.2,PaidOff,0,100.0,78.4,True,13,730,12,0,27,1
CUST-000218,Female,Self-Employed,43460,44.6,59.9,Current,0,100.0,47.3,True,6,721,6,0,132,0
CUST-000219,Female,Professional,63941,69.2,80.6,PaidOff,0,100.0,79.2,True,17,1760,6,1,201,1
CUST-000220,Female,Self-Employed,11869,14.2,59.8,None,350,58.5,57.0,True,14,130,24,1,195,0
CUST-000221,Female,Unemployed,9173,35.1,56.8,None,300,49.8,77.9,True,11,1269,36,1,151,0
CUST-000222,Female,Professional,48772,60.6,55.1,Current,0,100.0,54.8,False,0,0,12,1,52,0
CUST-000223,Male,Self-Employed,76320,7.9,75.1,None,300,79.5,86.8,True,11,1189,24,1,40,0
CUST-000224,Male,Skilled,42568,23.5,65.0,None,300,81.6,67.0,False,0,0,36,0,76,0
CUST-000225,Male,Self-Employed,58747,27.2,56.5,None,390,63.6,46.6,True,12,1413,24,1,58,0
CUST-000226,Male,Skilled,30921,52.8,57.5,None,300,62.2,70.5,True,10,639,12,0,130,0
CUST-000227,Other,Professional,59610,23.9,74.8,None,300,76.9,90.4,True,13,712,6,1,127,0
CUST-000228,Male,Clerical,38252,38.8,66.0,None,300,68.7,79.5,False,0,0,36,0,106,0
CUST-000229,Female,Professional,77289,30.3,80.8,Current,0,100.0,77.0,True,6,918,24,0,31,0
CUST-000230,Female,Unemployed,11265,39.5,57.2,None,300,61.8,53.2,False,0,0,36,0,87,0
CUST-000231,Female,Skilled,48749,75.0,65.3,None,300,70.7,93.0,True,10,1275,36,0,6,0
CUST-000232,Female,Professional,88534,44.4,64.4,Current,0,100.0,57.7,True,17,523,12,1,35,1
CUST-000233,Female,Professional,83210,25.7,88.4,None,350,89.9,100.0,False,0,0,36,1,19,0
CUST-000234,Female,Self-Employed,57743,37.6,82.2,None,300,75.6,79.2,False,0,0,24,0,5,0
CUST-000235,Male,Skilled,47167,40.5,66.0,Current,0,100.0,53.8,False,0,0,60,0,10,1
CUST-000236,Female,Self-Employed,37058,43.4,68.9,None,400,76.7,70.2,False,0,0,36,1,5,0
CUST-000237,Male,Professional,67348,22.6,70.4,None,300,71.4,84.4,False,0,0,36,1,1,1
CUST-000238,Male,Skilled,43445,64.8,63.6,None,300,72.0,57.4,True,11,787,24,0,181,0
CUST-000239,Female,Self-Employed,46773,30.6,71.3,None,300,80.3,69.5,True,12,162,36,1,1,0
CUST-000240,Male,Professional,71036,41.2,71.3,None,300,79.0,77.8,False,0,0,12,2,101,0
CUST-000241,Female,Skilled,36871,60.0,72.4,None,300,74.8,98.7,True,19,403,36,1,135,0
CUST-000242,Female,Unemployed,8000,36.3,54.8,None,560,57.8,59.9,True,12,1754,12,2,19,0
CUST-000243,Female,Clerical,30060,13.7,72.3,Current,0,100.0,82.0,True,24,1106,6,0,170,0
CUST-000244,Male,Clerical,26648,20.1,58.4,None,310,45.7,67.3,False,0,0,24,1,20,0
CUST-000245,Male,Self-Employed,43905,57.7,73.8,None,300,68.1,71.0,False,0,0,36,2,15,0
CUST-000246,Female,Skilled,55608,44.0,70.7,None,750,83.1,84.0,False,0,0,24,1,17,0
CUST-000247,Male,Self-Employed,47350,34.0,68.9,None,300,53.8,77.5,True,14,558,12,0,360,0
CUST-000248,Other,Clerical,21170,39.9,63.6,None,300,63.7,68.6,True,8,1821,6,0,5,1
CUST-000249,Other,Clerical,30128,11.9,77.1,None,300,74.5,72.9,True,10,1632,60,3,31,0
CUST-000250,Female,Professional,66027,19.7,75.4,Current,0,100.0,68.1,False,0,0,36,2,89,0
CUST-000251,Male,Unemployed,13348,32.2,72.7,None,300,76.9,83.9,False,0,0,36,2,190,0
CUST-000252,Male,Self-Employed,33049,19.4,61.8,None,380,73.5,62.2,True,16,381,12,2,32,0
CUST-000253,Female,Professional,55220,27.5,74.0,None,300,71.6,64.4,False,0,0,36,1,16,0
CUST-000254,Male,Clerical,22760,22.8,70.2,None,410,63.0,66.3,True,10,805,36,0,183,0
CUST-000255,Male,Skilled,24167,44.0,68.1,None,300,63.5,68.6,True,12,312,12,0,164,0
CUST-000256,Female,Clerical,23374,35.5,56.8,None,300,66.7,50.3,True,15,1725,6,1,72,1
CUST-000257,Female,Unemployed,14769,19.4,64.8,None,310,61.4,52.1,True,10,1487,6,3,36,1
CUST-000258,Female,Professional,56279,14.4,86.5,None,300,99.0,98.0,False,0,0,24,2,7,0
CUST-000259,Female,Unemployed,8000,20.9,73.8,None,300,80.2,69.8,True,12,686,24,0,17,0
